% 1. Title: 2015 NCAA Basketball Season
%
% 2. Sources:
%      (a) Creator: Reed Wilson
%      (b) Date: March 9, 2015

@relation 2015

@attribute location                           { h, a, n }
@attribute points_for                         real
@attribute points_against                     real
@attribute field_goal_percent                 real
@attribute free_throw_percent                 real
@attribute three_point_percent                real
@attribute efficient_field_goal_percent       real
@attribute points_per_weighted_shot           real
@attribute turnover_rate                      real
@attribute blocks                             real
@attribute fouls                              real
@attribute offensive_rebounds                 real
@attribute total_rebounds                     real
@attribute steals                             real
@attribute assists                            real
@attribute possessions                        real
@attribute offensive_points_per_possession    real
@attribute defensive_points_per_possession    real
@attribute outcome                            { w, l }

@data
h,53,49,41.9,73.7,20.0,45.3,1.02,9.3,9,15,3,18,4,8,54,0.98,0.88,w
h,53,51,34.1,87.5,40.9,44.3,1.03,10.3,5,14,8,24,6,11,49,1.09,1.00,w
h,52,54,35.8,84.6,20.0,38.7,0.88,15.0,8,16,14,30,7,6,53,0.98,0.00,l
h,49,52,34.0,90.9,25.0,36.8,0.84,20.8,3,19,5,29,3,8,67,0.73,0.83,l
a,48,65,29.1,64.3,24.1,35.5,0.78,17.7,5,23,6,29,5,7,68,0.71,0.94,l
n,48,56,39.5,61.9,35.7,46.1,1.00,21.2,3,20,7,28,3,4,52,0.92,0.99,l
h,47,73,31.6,50.0,23.1,36.8,0.76,10.8,1,12,4,22,6,14,65,0.73,1.13,l
n,46,66,31.4,66.7,30.0,37.3,0.81,17.0,5,10,8,28,4,7,59,0.78,1.09,l
h,44,58,30.3,50.0,16.7,32.6,0.66,8.5,3,11,13,32,6,10,59,0.75,1.02,l
h,35,54,24.0,58.3,21.1,28.0,0.63,18.4,3,19,7,27,7,9,60,0.59,0.92,l
a,84,71,60.4,76.9,54.5,66.7,1.39,19.0,4,23,5,31,3,14,68,1.23,1.02,w
a,76,59,43.6,72.4,38.9,50.0,1.11,12.5,2,16,13,40,4,18,64,1.19,0.89,w
h,75,69,43.9,65.5,35.3,49.1,1.06,14.3,5,22,11,34,7,12,70,1.08,1.00,w
h,74,51,49.1,61.9,40.9,57.5,1.18,19.7,3,22,10,40,10,16,66,1.12,0.74,w
a,73,74,56.2,57.9,44.4,64.6,1.28,19.3,4,22,11,27,6,16,57,1.28,1.31,l
h,72,81,44.4,66.7,33.3,51.9,1.10,20.5,2,21,11,29,6,11,68,1.05,1.19,l
a,70,61,42.3,71.0,36.4,46.2,1.05,16.7,3,22,7,29,13,14,72,0.98,0.87,w
a,69,48,43.5,66.7,40.9,50.8,1.04,22.0,7,16,13,37,12,13,68,1.01,0.73,w
h,68,67,44.6,37.5,43.8,50.0,0.99,8.7,5,25,6,35,7,15,69,0.99,0.95,w
a,67,51,49.0,81.8,52.6,59.2,1.24,18.1,1,14,9,28,4,15,55,1.21,0.94,w
a,67,79,44.6,77.8,21.4,47.3,1.04,19.5,2,27,11,31,5,18,67,1.01,1.17,l
h,67,62,45.8,45.5,53.3,52.5,1.04,11.4,3,14,10,31,8,19,61,1.09,0.95,w
a,66,81,41.4,54.5,31.6,46.6,0.96,15.5,7,26,14,31,7,9,64,1.02,1.22,l
a,64,67,38.3,60.9,28.6,41.7,0.90,19.2,1,21,12,32,11,11,73,0.88,1.00,l
h,63,65,46.8,61.1,50.0,55.3,1.13,20.2,3,17,8,26,3,12,60,1.06,1.15,l
h,62,53,42.2,80.0,30.8,46.7,1.09,27.5,7,17,12,28,13,10,62,1.00,0.86,w
h,61,49,50.0,59.3,58.3,59.2,1.20,31.2,6,10,9,31,11,8,61,1.00,0.81,w
h,59,58,40.7,53.8,21.1,44.1,0.91,16.9,3,22,11,28,12,13,65,0.91,0.93,w
h,58,55,33.9,52.4,34.6,42.0,0.88,13.1,2,14,13,33,12,15,61,0.95,0.86,w
a,57,77,35.8,68.4,37.5,41.5,0.92,27.9,3,22,13,35,0,9,68,0.84,1.11,l
h,56,63,41.7,66.7,28.6,45.8,0.99,18.9,0,22,5,24,5,11,64,0.88,1.04,l
a,56,45,48.6,68.2,46.7,58.6,1.23,31.4,5,11,4,33,8,8,60,0.93,0.72,w
a,53,64,48.9,52.9,0.0,48.9,1.00,26.8,3,22,4,25,10,11,67,0.79,0.96,l
a,52,55,43.8,70.0,27.3,46.9,0.99,22.9,6,19,9,29,5,10,57,0.92,1.00,l
a,51,58,36.0,52.6,26.3,41.0,0.86,13.3,4,18,7,23,9,10,60,0.85,0.94,l
a,49,69,35.2,56.2,10.0,37.0,0.80,15.5,3,21,7,27,6,8,65,0.76,1.07,l
a,48,53,43.2,85.7,23.5,47.7,1.01,29.4,4,18,4,30,5,9,61,0.78,0.82,l
h,46,57,33.3,66.7,30.0,39.6,0.86,21.5,1,14,10,24,8,9,56,0.83,1.02,l
h,96,53,66.7,80.0,76.2,81.5,1.63,22.5,4,18,7,38,5,28,67,1.44,0.86,w
h,86,41,59.6,55.6,53.3,66.7,1.31,17.3,5,13,8,44,5,20,70,1.24,0.00,w
a,84,76,68.4,71.1,45.5,75.0,1.50,30.2,5,28,3,21,10,11,76,1.11,1.01,w
h,81,69,57.4,71.0,41.7,62.8,1.31,18.0,3,20,7,24,10,16,67,1.21,0.99,w
h,77,79,45.5,81.0,50.0,54.5,1.19,10.6,10,22,6,28,5,18,66,1.17,1.15,l
h,74,51,51.9,77.8,33.3,55.6,1.18,12.8,8,17,8,32,4,17,63,1.18,0.84,w
h,73,47,59.0,66.7,27.3,62.8,1.30,26.8,7,17,7,37,11,12,67,1.09,0.66,w
a,73,79,45.8,55.6,25.0,49.2,1.02,21.7,3,26,14,34,7,17,74,0.99,1.14,l
a,73,89,45.1,80.0,30.0,48.0,1.12,9.3,6,24,7,14,9,12,64,1.14,1.31,l
h,71,57,53.2,83.3,42.9,59.6,1.28,19.5,6,14,6,29,8,9,62,1.15,0.90,w
a,71,60,54.3,72.2,47.1,63.0,1.30,22.5,2,20,3,25,14,17,67,1.07,0.82,w
a,68,73,36.8,60.5,16.7,39.5,0.91,10.1,4,27,13,36,7,5,69,0.99,1.10,l
h,68,49,56.5,64.7,38.5,62.0,1.26,25.7,5,20,5,37,5,14,66,1.03,0.74,w
a,68,54,55.3,80.0,40.0,59.6,1.26,18.9,4,15,7,25,5,16,58,1.17,0.90,w
h,66,39,47.3,42.9,40.0,54.5,1.07,17.7,4,13,6,36,10,20,68,0.98,0.57,w
a,65,46,45.3,58.8,41.2,51.9,1.06,15.1,7,20,5,40,4,15,66,0.98,0.69,w
h,64,49,45.1,60.0,30.0,48.0,1.02,13.7,7,18,6,29,4,7,66,0.97,0.74,w
h,64,44,38.5,91.3,23.1,41.3,1.02,15.0,9,13,12,36,7,9,60,1.07,0.73,w
a,61,50,54.1,86.4,28.6,56.8,1.29,23.0,4,15,4,26,9,12,56,1.08,0.83,w
h,61,47,34.1,64.1,46.2,40.9,0.98,18.6,4,20,10,33,7,7,65,0.95,0.68,w
a,60,64,40.4,85.0,27.8,45.7,1.06,23.6,6,23,8,28,2,13,64,0.95,0.99,l
a,60,68,43.4,66.7,33.3,49.1,1.02,25.1,3,20,5,28,3,13,72,0.84,0.95,l
a,57,64,45.1,62.5,33.3,51.0,1.04,19.4,4,17,5,26,2,10,62,0.92,1.06,l
a,57,48,40.8,70.0,23.1,43.9,0.97,18.3,7,15,5,33,8,7,66,0.87,0.76,w
a,56,64,30.2,86.7,21.7,34.1,0.80,22.9,3,19,13,37,13,11,74,0.76,0.90,l
h,56,57,39.6,58.3,43.8,46.2,0.95,19.4,4,18,9,27,2,13,62,0.91,1.02,l
h,55,52,46.7,66.7,27.3,50.0,1.06,16.3,3,15,6,25,7,12,55,1.00,0.92,w
a,55,58,48.8,66.7,21.4,52.3,1.10,20.3,4,16,3,21,6,11,59,0.93,0.99,l
a,55,57,47.7,87.5,50.0,54.5,1.15,20.4,7,26,5,28,2,12,54,1.02,1.02,l
h,52,64,30.5,52.9,36.8,36.4,0.78,23.6,5,23,12,40,4,12,72,0.72,0.90,l
h,44,47,30.4,75.0,20.0,34.8,0.82,16.5,8,19,3,26,8,9,61,0.73,0.77,l
a,99,88,50.8,75.8,36.4,56.9,1.23,10.3,6,21,11,33,6,20,78,1.28,1.11,w
a,86,94,47.7,60.0,47.4,54.6,1.12,15.5,7,20,6,26,5,6,84,1.03,1.16,l
a,85,76,44.1,62.5,34.8,50.8,1.09,15.4,7,21,12,34,3,9,78,1.09,1.11,w
a,84,72,54.7,66.7,54.5,66.0,1.33,16.7,7,19,8,26,6,14,66,1.27,1.01,w
a,83,82,47.7,94.1,26.3,51.5,1.14,20.2,0,21,10,41,8,12,79,1.05,1.02,w
a,83,70,48.3,85.7,34.2,59.2,1.25,9.7,0,13,11,24,10,21,62,1.35,1.12,w
h,81,57,49.2,78.6,27.3,53.8,1.13,17.4,5,20,10,33,11,24,75,1.09,0.77,w
h,79,54,47.5,50.0,50.0,59.8,1.18,12.7,9,15,5,23,15,23,71,1.12,0.74,w
h,77,64,47.2,67.7,33.3,52.8,1.14,27.1,11,15,14,35,10,13,74,1.04,0.86,w
h,77,60,45.5,72.0,45.0,53.6,1.15,17.8,8,19,7,39,4,14,73,1.06,0.86,w
h,76,48,50.0,69.6,47.6,60.0,1.25,15.9,2,14,8,27,10,18,63,1.21,0.76,w
h,76,66,46.0,91.7,26.9,51.6,1.11,11.0,11,13,12,28,10,16,64,1.19,0.95,w
h,75,68,42.6,72.2,23.1,45.4,1.05,16.2,13,21,9,34,6,13,74,1.01,0.93,w
a,75,82,40.3,46.2,34.6,47.0,0.95,14.4,4,28,8,35,7,14,83,0.90,1.01,l
h,75,42,47.5,68.8,34.8,54.2,1.13,19.3,12,15,8,34,17,15,73,1.03,0.54,w
n,74,52,43.9,78.3,28.6,49.1,1.09,21.9,5,12,11,30,16,21,73,1.02,0.00,w
h,74,71,44.1,81.2,36.0,51.7,1.11,15.8,2,13,8,20,11,14,70,1.06,1.06,w
a,73,62,50.0,63.0,30.0,56.0,1.16,18.6,6,15,6,32,9,14,70,1.05,0.88,w
h,73,64,46.8,71.4,33.3,51.1,1.15,15.8,7,12,5,31,4,11,70,1.05,0.87,w
h,72,61,44.3,80.0,21.4,49.2,1.06,14.0,4,14,13,29,14,16,64,1.12,0.93,w
a,69,71,45.3,69.6,29.4,50.0,1.08,22.6,8,18,9,26,10,13,71,0.97,1.01,l
h,69,56,46.8,50.0,20.0,50.0,1.01,14.0,4,9,7,38,9,17,72,0.96,0.78,w
a,66,73,39.7,50.0,28.1,46.3,0.93,12.7,2,17,9,28,7,11,71,0.93,1.08,l
a,65,73,41.5,66.7,25.0,44.3,0.99,13.1,5,20,6,27,6,8,69,0.94,1.06,l
h,65,52,35.1,75.0,25.9,41.2,0.95,14.4,9,11,9,26,12,13,69,0.94,0.77,w
h,65,54,48.2,53.3,27.3,50.9,1.03,7.9,8,14,5,26,10,14,63,1.03,0.84,w
h,63,44,51.1,90.9,35.7,56.4,1.21,13.2,6,11,6,24,3,15,53,1.18,0.79,w
a,60,80,33.8,56.2,31.2,37.5,0.79,12.4,5,18,12,26,7,7,73,0.83,1.18,l
a,58,45,41.4,100.0,35.7,45.7,0.96,12.2,3,13,10,34,8,11,57,1.01,0.76,w
a,58,45,44.7,62.5,46.2,51.1,1.06,20.5,4,20,8,28,8,15,59,0.99,0.68,w
a,53,72,31.6,66.7,11.5,34.2,0.79,14.3,3,17,13,33,3,5,63,0.84,1.18,l
h,94,98,42.5,65.7,40.9,48.6,1.05,18.4,4,29,14,39,5,12,93,1.02,1.07,l
h,89,84,50.0,55.6,46.2,59.7,1.19,12.4,1,18,11,35,7,22,73,1.22,1.16,w
h,77,85,40.3,53.6,21.1,43.1,0.90,16.2,2,22,13,40,9,14,86,0.89,1.04,l
h,77,61,46.8,66.7,42.9,54.0,1.11,17.5,5,14,8,32,8,18,74,1.04,0.85,w
h,76,78,49.1,79.2,45.5,53.8,1.18,19.1,4,14,5,30,9,12,73,1.04,1.03,l
h,75,80,47.0,69.2,22.2,50.0,1.04,14.0,3,12,11,29,5,13,71,1.05,1.15,l
a,75,71,55.8,68.4,36.4,59.6,1.23,23.9,6,19,7,31,5,13,71,1.06,0.98,w
a,74,85,55.3,64.7,57.9,67.0,1.34,27.2,1,16,7,25,7,14,66,1.12,1.27,l
n,72,70,49.2,55.6,33.3,52.5,1.07,13.5,3,17,10,22,9,14,67,1.08,1.06,w
h,71,57,42.6,85.0,13.3,44.3,1.01,11.9,4,17,11,38,5,14,68,1.05,0.79,w
h,70,58,44.7,70.6,40.0,48.9,1.11,22.9,5,15,6,30,11,11,74,0.94,0.80,w
a,69,70,50.9,50.0,40.0,54.5,1.09,24.8,5,18,9,32,4,10,73,0.95,0.94,l
h,68,76,53.2,63.6,33.3,57.4,1.18,32.6,7,23,10,40,1,11,70,0.97,1.06,l
h,68,55,45.1,60.9,44.4,52.9,1.10,29.4,9,18,9,34,7,19,75,0.91,0.76,w
a,67,75,37.3,61.1,31.6,41.8,0.89,17.2,3,23,13,36,8,11,76,0.89,1.02,l
h,66,70,35.9,68.2,38.5,39.8,0.89,11.0,6,22,10,30,7,11,72,0.91,0.98,l
a,66,54,38.3,69.6,23.5,41.7,0.93,13.4,2,17,13,39,5,15,67,0.99,0.81,w
h,66,83,41.4,70.6,46.2,46.6,1.00,16.2,1,14,4,19,8,15,74,0.89,1.19,l
a,65,86,43.8,45.5,20.0,46.9,0.94,19.1,3,14,14,32,5,10,68,0.95,1.26,l
h,64,56,41.1,68.0,14.3,42.0,0.94,21.2,8,15,12,41,11,10,71,0.90,0.76,w
a,62,70,39.1,37.5,39.1,46.1,0.91,20.8,3,20,7,29,8,14,77,0.81,0.95,l
n,61,63,27.3,66.7,31.8,32.6,0.77,18.4,5,14,21,41,7,11,71,0.86,0.92,l
a,59,64,45.5,60.0,40.0,50.9,1.03,22.6,9,24,6,32,7,14,66,0.89,0.94,l
a,57,87,31.6,64.0,22.7,36.0,0.83,22.3,3,22,13,30,4,9,72,0.79,1.17,l
a,55,79,38.5,40.0,23.1,40.8,0.82,14.2,3,18,13,29,6,11,63,0.87,1.26,l
a,55,59,34.0,88.9,27.8,39.0,0.94,15.7,5,17,5,25,4,12,64,0.87,0.99,l
h,53,49,39.0,28.6,21.4,41.5,0.81,19.8,8,14,13,40,7,10,66,0.81,0.74,w
n,46,66,28.3,63.6,16.7,30.2,0.72,24.1,1,17,13,37,5,6,66,0.69,1.00,l
h,39,67,26.5,63.2,8.3,27.6,0.67,22.1,3,16,5,24,6,4,68,0.57,1.08,l
h,99,79,55.3,88.4,47.4,64.9,1.47,23.2,4,20,11,31,5,15,73,1.35,1.10,w
a,86,77,54.5,68.4,56.5,66.4,1.34,17.6,4,19,8,31,3,25,68,1.26,1.14,w
h,83,56,50.0,60.0,27.3,55.4,1.14,21.7,9,15,15,53,2,15,74,1.13,0.00,w
h,81,71,58.3,69.6,64.3,67.7,1.37,18.5,4,21,6,23,4,17,65,1.25,1.08,w
h,79,74,41.1,76.5,31.8,47.3,1.09,14.8,5,16,9,37,6,14,74,1.07,0.94,w
h,79,50,58.3,72.0,45.5,63.5,1.32,21.6,4,13,9,34,9,17,65,1.22,0.71,w
h,78,46,60.9,72.2,47.4,70.7,1.43,24.8,6,17,6,38,2,24,65,1.21,0.69,w
h,76,53,47.7,50.0,41.7,55.4,1.10,14.3,9,12,15,44,2,21,63,1.21,0.86,w
a,76,68,47.7,80.0,40.0,54.5,1.25,9.4,5,17,3,28,3,10,64,1.19,1.11,w
h,75,79,42.9,82.4,30.4,48.4,1.06,20.8,7,20,10,34,9,18,77,0.97,1.01,l
a,73,65,57.5,77.8,52.0,73.8,1.50,18.8,4,17,1,18,0,17,59,1.25,1.06,w
h,73,66,41.2,80.0,57.9,52.0,1.16,13.1,4,14,10,27,4,13,61,1.20,1.07,w
h,73,76,49.0,56.7,35.3,54.9,1.12,21.1,6,14,9,32,7,16,71,1.03,1.05,l
h,72,62,45.8,61.1,46.7,51.7,1.07,16.5,8,22,12,42,5,19,67,1.08,0.93,w
a,70,55,54.3,70.0,54.5,60.9,1.26,23.1,5,18,9,37,3,18,61,1.16,0.89,w
a,70,82,52.0,80.0,42.9,58.0,1.23,30.5,2,18,7,25,2,12,72,0.97,1.20,l
n,68,55,54.2,75.0,36.4,58.3,1.22,11.0,0,13,7,30,5,14,55,1.25,0.98,w
h,67,61,40.0,69.0,37.5,47.5,1.12,26.9,9,16,11,36,6,12,67,1.00,0.94,w
h,67,70,41.1,66.7,33.3,49.1,1.04,17.0,3,16,11,34,5,16,65,1.04,1.09,l
h,66,56,55.3,46.2,47.1,63.8,1.24,24.1,6,17,9,24,4,16,58,1.14,0.90,w
n,65,68,48.0,64.3,47.1,56.0,1.15,23.1,2,18,10,29,3,19,61,1.07,1.10,l
h,65,50,45.2,75.9,29.4,51.2,1.17,17.9,3,14,10,33,8,15,56,1.17,0.86,w
h,64,52,43.5,80.0,30.8,47.8,1.11,26.2,8,17,10,45,2,11,65,0.99,0.81,w
h,63,53,44.0,55.6,40.9,53.0,1.08,14.6,4,19,6,30,5,19,62,1.02,0.80,w
h,63,66,43.8,78.3,17.6,46.9,1.07,21.9,6,17,9,29,8,11,64,0.99,1.07,l
a,62,70,36.2,70.6,36.4,43.1,0.94,9.5,3,22,9,22,8,12,63,0.98,1.17,l
a,60,65,46.7,75.0,20.0,50.0,1.10,21.5,6,16,7,27,3,13,61,0.99,1.03,l
a,58,69,42.0,58.8,37.5,48.0,1.00,22.8,6,19,4,18,10,17,70,0.83,1.03,l
a,57,65,41.5,50.0,38.9,48.1,0.97,21.3,3,19,7,25,6,11,66,0.87,1.01,l
a,54,57,38.5,52.9,25.0,43.3,0.90,8.6,2,22,7,22,8,8,58,0.93,0.95,l
a,47,50,33.3,87.5,30.0,39.2,0.86,18.1,7,15,5,29,4,8,61,0.77,0.79,l
h,83,49,49.1,82.6,34.8,56.1,1.22,12.7,1,24,6,24,13,15,71,1.17,0.72,w
h,78,74,43.9,68.8,36.0,50.8,1.06,8.9,6,16,12,30,3,17,68,1.15,1.09,w
a,77,64,49.1,65.2,50.0,56.4,1.17,13.9,6,17,10,31,7,14,65,1.19,0.92,w
a,76,79,50.8,71.4,45.8,60.2,1.22,19.0,3,18,7,32,4,19,68,1.11,1.14,l
h,72,65,48.1,77.8,10.0,49.0,1.11,19.7,1,16,16,40,9,12,61,1.18,1.06,w
h,71,82,38.7,84.6,41.4,48.4,1.04,18.1,2,17,14,25,7,17,66,1.07,1.30,l
a,69,78,31.1,83.9,27.8,35.2,0.91,24.5,6,24,14,35,10,9,82,0.84,0.99,l
h,69,55,50.0,79.2,40.0,54.3,1.20,15.7,6,16,9,35,4,14,57,1.20,0.92,w
a,69,63,52.1,80.0,41.2,59.4,1.25,23.0,5,14,5,23,5,15,65,1.06,0.95,w
h,68,73,36.1,72.2,31.4,45.1,0.98,21.6,1,20,15,35,6,13,70,0.98,1.09,l
h,67,48,43.6,91.7,44.4,50.9,1.10,23.6,4,16,9,30,12,15,68,0.99,0.73,w
h,67,75,30.7,70.0,26.9,35.3,0.79,14.8,2,20,27,51,3,15,68,0.99,1.16,l
a,67,52,50.0,76.2,38.5,55.4,1.20,18.0,3,14,6,31,7,18,61,1.10,0.84,w
h,67,55,46.4,52.9,30.0,51.8,1.05,17.9,3,24,9,30,4,20,67,1.00,0.77,w
a,65,63,39.3,82.4,17.6,41.8,0.94,12.9,3,16,15,33,4,15,62,1.05,1.01,w
h,64,60,40.0,60.0,44.4,47.3,0.99,15.5,6,17,10,30,8,16,65,0.99,0.95,w
a,64,50,48.1,36.8,46.7,54.8,1.05,18.7,7,19,9,34,7,15,64,1.00,0.77,w
h,63,57,35.8,66.7,15.8,38.1,0.83,7.4,3,16,13,34,7,13,68,0.93,0.86,w
a,63,51,32.2,90.5,22.2,37.3,0.91,17.3,1,18,7,33,11,13,75,0.84,0.66,w
a,60,57,45.1,66.7,37.5,51.0,1.06,13.9,3,14,7,25,6,15,58,1.04,0.98,w
h,60,59,32.1,90.5,23.8,36.6,0.91,16.4,7,21,10,36,9,12,67,0.90,0.82,w
h,60,63,39.3,52.0,14.3,42.0,0.88,10.6,3,21,9,28,6,17,66,0.91,1.00,l
a,60,67,33.3,61.5,28.6,38.6,0.87,19.6,1,24,12,31,7,11,71,0.84,0.92,l
h,59,60,47.8,76.9,29.4,53.3,1.13,20.3,0,14,5,21,9,15,59,1.00,0.99,l
a,58,75,37.9,60.0,34.8,44.8,0.92,11.0,2,24,6,23,6,16,64,0.91,1.18,l
n,57,72,32.3,75.0,24.0,36.9,0.81,20.1,2,13,11,34,7,11,75,0.76,1.04,l
n,54,60,38.0,71.4,30.0,44.0,0.95,26.7,3,19,10,30,4,13,64,0.85,0.93,l
a,53,59,31.7,55.6,40.0,40.0,0.82,14.9,3,19,13,34,6,10,60,0.88,0.92,l
a,46,59,29.5,64.0,19.0,34.1,0.82,27.7,0,24,9,30,4,7,65,0.71,0.95,l
a,40,44,34.0,33.3,21.1,38.0,0.76,22.5,6,17,8,28,5,8,58,0.69,0.77,l
h,91,68,53.6,76.0,60.0,64.3,1.34,18.3,1,17,10,34,6,20,71,1.28,0.97,w
h,91,59,55.0,64.7,63.6,66.7,1.34,11.9,4,20,9,31,13,20,67,1.36,0.81,w
h,87,65,50.8,72.7,47.8,60.2,1.25,16.3,3,12,13,37,10,22,67,1.29,0.93,w
h,85,65,54.7,50.0,47.1,60.9,1.20,18.1,4,16,12,43,6,20,72,1.19,0.93,w
h,84,81,55.6,70.0,46.2,62.2,1.31,22.1,4,24,4,31,11,10,77,1.09,0.99,w
h,81,89,50.8,58.8,42.9,58.2,1.17,15.7,3,14,10,27,8,15,70,1.16,1.25,l
a,77,73,46.8,77.1,42.9,53.2,1.21,17.5,2,16,7,29,13,15,69,1.12,1.00,w
a,76,62,61.2,70.6,44.4,65.3,1.33,19.3,1,14,7,25,6,13,62,1.22,1.00,w
a,76,70,45.8,87.5,44.4,52.5,1.14,12.8,2,12,12,29,6,14,63,1.21,1.17,w
a,76,80,52.7,70.6,50.0,58.2,1.20,27.0,2,16,9,29,7,10,74,1.03,1.08,l
h,75,59,46.4,72.0,45.5,50.9,1.10,21.5,8,23,13,41,8,16,70,1.07,0.82,w
a,72,60,52.8,66.7,37.5,58.5,1.20,13.5,0,14,9,24,9,15,59,1.22,1.04,w
n,71,54,42.9,85.0,46.2,48.2,1.08,17.9,2,18,15,34,12,13,62,1.15,0.88,w
h,71,70,40.0,66.7,29.2,45.4,0.97,17.0,2,18,10,36,5,11,77,0.93,0.97,w
h,70,45,53.5,69.2,42.9,60.5,1.26,25.6,3,18,3,33,13,18,70,1.00,0.63,w
a,68,61,40.9,69.7,50.0,51.1,1.14,29.9,3,24,8,36,10,11,74,0.92,0.82,w
h,68,71,38.3,92.9,34.6,45.8,1.02,16.2,2,11,15,30,10,14,62,1.10,1.15,l
a,67,65,44.9,70.8,66.7,51.0,1.11,21.6,4,22,6,30,7,9,69,0.97,0.97,w
a,66,80,30.5,76.7,28.0,36.4,0.90,13.8,2,21,11,27,10,12,72,0.91,1.15,l
h,66,53,44.6,90.0,30.4,50.9,1.09,18.3,3,15,7,26,15,12,66,1.00,0.84,w
a,65,72,46.6,75.0,15.4,48.3,1.02,23.1,7,23,7,32,9,11,74,0.88,0.94,l
a,63,59,48.8,71.4,60.0,55.8,1.19,29.9,3,21,6,29,5,10,67,0.94,0.84,w
h,63,68,39.6,80.0,50.0,44.3,1.01,14.9,0,23,11,34,2,10,61,1.04,1.19,l
h,62,63,44.4,81.8,35.7,49.1,1.05,18.1,1,17,5,22,5,13,66,0.94,0.97,l
a,59,66,44.9,77.8,9.1,45.9,1.03,20.1,1,18,6,32,6,8,65,0.91,1.03,l
a,59,103,36.1,64.3,30.0,41.0,0.87,23.2,6,27,8,23,4,9,78,0.76,1.32,l
h,59,74,47.9,64.3,20.0,52.1,1.08,32.2,4,23,4,26,8,9,75,0.79,0.97,l
a,57,83,40.4,50.0,16.7,43.3,0.90,24.9,1,20,9,27,10,9,72,0.79,1.17,l
a,57,64,32.4,50.0,26.1,36.5,0.74,9.9,6,20,13,34,7,8,71,0.81,0.96,l
h,53,52,42.6,100.0,35.7,47.2,0.96,16.4,3,6,9,30,8,7,55,0.97,0.90,w
h,50,77,25.0,70.4,22.7,29.8,0.77,17.2,4,24,12,25,9,6,64,0.78,1.18,l
a,46,61,27.8,72.2,20.0,30.6,0.74,19.6,2,21,5,24,11,4,72,0.64,0.93,l
h,106,85,57.8,75.8,38.9,63.3,1.33,20.3,4,12,13,39,11,22,84,1.27,1.02,w
h,81,73,53.2,75.9,45.0,62.8,1.33,16.2,5,20,9,26,5,14,62,1.31,1.13,w
h,79,48,52.5,92.3,26.3,56.8,1.21,15.3,5,16,10,38,8,16,65,1.21,0.69,w
h,78,65,57.1,86.7,56.2,66.3,1.39,14.7,4,10,4,22,4,18,61,1.28,1.06,w
n,75,64,45.5,79.2,40.0,50.9,1.13,11.4,8,22,4,26,9,8,70,1.07,0.90,w
a,72,75,40.6,68.2,25.0,44.5,0.97,15.0,1,22,18,39,7,12,66,1.08,1.07,l
h,70,45,51.0,69.2,37.5,59.8,1.22,12.2,10,12,7,33,0,15,57,1.22,0.82,w
a,68,70,39.1,66.7,35.3,43.8,0.94,15.2,3,16,11,46,0,11,73,0.94,1.02,l
n,68,78,45.2,50.0,17.6,47.6,0.96,25.1,5,21,14,37,2,9,76,0.90,1.06,l
h,67,60,53.1,58.8,41.7,58.2,1.17,18.7,8,15,5,26,9,16,64,1.05,0.95,w
h,67,60,48.1,46.2,55.0,58.7,1.15,12.9,6,15,4,27,10,21,62,1.08,0.93,w
h,66,53,46.2,75.9,47.1,56.4,1.25,25.5,6,18,6,32,7,9,63,1.05,0.88,w
h,66,53,46.3,90.9,31.6,51.9,1.11,15.6,6,13,5,37,5,12,64,1.03,0.78,w
n,65,57,44.7,63.0,37.5,51.1,1.09,18.9,1,17,4,25,3,13,69,0.94,0.92,w
h,65,52,47.1,75.0,45.8,57.8,1.19,11.4,4,8,8,28,2,16,53,1.23,1.06,w
a,63,59,42.2,85.0,47.1,51.1,1.16,21.5,3,21,7,31,3,10,61,1.04,0.99,w
a,63,75,45.5,85.0,35.3,52.3,1.18,23.9,8,21,9,22,3,11,59,1.08,1.28,l
a,62,53,50.0,73.7,44.4,54.5,1.17,21.9,12,20,3,29,10,10,64,0.97,0.77,w
h,62,56,46.0,61.1,33.3,51.0,1.06,23.6,6,14,10,29,7,12,64,0.98,0.92,w
a,60,49,39.2,81.2,25.0,46.1,1.02,13.4,8,16,7,38,1,13,60,1.01,0.78,w
a,59,72,41.8,60.0,50.0,50.9,1.03,16.8,3,20,3,20,2,11,65,0.90,1.11,l
a,58,70,32.8,75.0,30.8,39.7,0.88,24.8,4,21,14,30,8,10,69,0.85,1.11,l
a,58,66,43.1,44.4,33.3,49.0,0.97,21.4,1,23,8,33,3,11,66,0.89,1.06,l
a,58,44,47.1,50.0,28.6,51.0,1.02,14.6,6,15,10,32,4,13,55,1.06,0.84,w
n,56,66,42.6,53.8,25.0,45.4,0.93,19.9,4,24,8,28,7,5,65,0.86,0.95,l
a,55,73,34.0,70.0,28.0,41.0,0.92,24.0,3,19,12,28,4,10,63,0.88,1.20,l
h,54,55,30.4,81.0,18.8,33.0,0.82,12.3,4,15,9,32,3,7,65,0.83,0.89,l
h,53,54,27.8,81.8,23.8,32.4,0.82,10.1,12,9,11,30,5,7,59,0.89,0.93,l
h,53,57,38.6,42.1,11.1,39.5,0.80,22.2,5,17,10,41,3,10,72,0.74,0.82,l
h,44,45,44.2,66.7,18.2,46.5,0.96,21.1,2,9,1,23,5,12,57,0.77,0.75,l
h,103,50,50.7,69.0,45.5,61.9,1.28,15.4,0,16,15,46,8,14,78,1.32,0.00,w
